type,time,total_objects,total_collision_probability,mean_pc,ecob,expected_max_loss,ssr_index,normalized_ssr_index
D,1,110,0.025176796717786498,6.294199179446624e-4,1,0,0.025176796717786498,1
D,2,1421.0227139074525,0.5570950809894493,0.013927377024736232,1.453959081209836,0,0.8099934521019388,32.17222036549661
D,3,2338.9564826673927,0.84375290380793,0.02109382259519825,1.6899201029290778,0,1.4258749940498054,56.63448809762507
D,4,2793.7525473128285,0.9804527535080689,0.024511318837701725,1.6848107796849903,0,1.6518773680822252,65.61110162657164
D,5,2927.1405485012206,1.0470480114848955,0.02617620028712239,1.6766724426664978,0,1.755556547005479,69.7291465107331
D,6,2884.683126191041,1.0118817062092216,0.025297042655230542,1.5847951150525927,0,1.6036251850114571,63.69456777948856
D,7,2764.493692272798,0.9161113990040614,0.022902784975101533,1.4750733344561389,0,1.3513314960621992,53.67368657775007
D,8,2630.451657397083,0.8299261034773827,0.02074815258693457,1.3875235948230422,0,1.1515420505344183,45.73822728293689
D,9,2514.375895239183,0.7754604781874548,0.01938651195468637,1.274267856526042,0,0.9881443613605875,39.24821622214152
D,10,2428.5637294721737,0.7649695026914497,0.01912423756728624,1.2438646728332814,0,0.9515185401927381,37.793471141645455
D,11,2363.6043882030685,0.7777193802349592,0.01944298450587398,1.268732903478211,0,0.9867181673767746,39.19156906405388
D,12,2306.9479765070446,0.7848637742165734,0.019621594355414336,1.3055942683101256,0,1.0247136450214107,40.7007156830832
D,13,2254.5964797242896,0.7708273110939695,0.019270682777349238,1.3144999283374361,0,1.0132524451935616,40.24548700739739
D,14,2210.967968269026,0.7471617414322314,0.018679043535805784,1.2904679091108586,0,0.9641882502336796,38.29670076942375
D,15,2180.1413878024077,0.7338325345979296,0.01834581336494824,1.262755325469568,0,0.9266509410663667,36.80575219530296
D,16,2159.4990768494526,0.7370821411493638,0.018427053528734093,1.2610649220063548,0,0.9295084328407994,36.91924923015068
D,17,2142.062579201387,0.7461859976878404,0.01865464994219601,1.2808439415746802,0,0.9557478144263287,37.961454157157625
D,18,2123.485164089172,0.7471192708211618,0.018677981770529047,1.2960289123729731,0,0.9682881759752391,38.45954617773827
D,19,2105.3539795119123,0.7378140076075596,0.01844535019018899,1.2921488398264322,0,0.9533655139377986,37.86683129805311
D,20,2091.780617519643,0.7277663977145554,0.018194159942863886,1.2765523879151044,0,0.9290319328468893,36.900323073688
D,21,2083.9703693294946,0.7253972698581639,0.018134931746454096,1.2667354399046826,0,0.918886429739437,36.497352702946394
S,1,3766,0.2034168973797723,0.005085422434494308,1,0,0.2034168973797723,1
S,2,3698.369499686341,0.23015521028377983,0.005753880257094496,1.453959081209836,0,0.33463625807986114,1.6450760108444031
S,3,3642.959741389648,0.2533328221276562,0.006333320553191404,1.6899201029290778,0,0.4281122288452825,2.1046050468757853
S,4,3597.554530481571,0.26513287681108544,0.006628321920277136,1.6848107796849903,0,0.44669872890020934,2.19597651254231
S,5,3560.3449680678964,0.26628873279901555,0.0066572183199753885,1.6766724426664978,0,0.44647898007669173,2.1948962245900887
S,6,3529.851102660929,0.2593969654275986,0.006484924135689965,1.5847951150525927,0,0.4110910436691245,2.020928688641002
S,7,3504.860814196877,0.2481238336087339,0.006203095840218348,1.4750733344561389,0,0.3660008505992753,1.7992647381498714
S,8,3484.3792331271034,0.2367230498255828,0.00591807624563957,1.3875235948230422,0,0.3284588170714668,1.6147076339397977
S,9,3467.5895009256974,0.22703903225252886,0.005675975806313222,1.274267856526042,0,0.28930854097617686,1.4222443892458345
S,10,3453.821514383474,0.220186929038782,0.00550467322596955,1.2438646728332814,0,0.27388274245098954,1.3464109716493213
S,11,3442.5262060705977,0.21534959374472906,0.005383739843618227,1.268732903478211,0,0.2732211153346033,1.343158404508102
S,12,3433.2549075662923,0.21091561355904276,0.005272890338976069,1.3055942683101256,0,0.2753702161597996,1.3537234109204457
S,13,3425.6412925372865,0.20611253933802187,0.005152813483450547,1.3144999283374361,0,0.27093491818927673,1.331919430879189
S,14,3419.385547796429,0.2014841336260964,0.00503710334065241,1.2904679091108586,0,0.26000880863948145,1.2782065403055185
S,15,3414.2415094006437,0.19792644771375778,0.004948161192843944,1.262755325469568,0,0.24993267590182164,1.2286721463222692
S,16,3410.0070461966016,0.195559176583063,0.004888979414576574,1.2610649220063548,0,0.2466128177653473,1.212351682392096
S,17,3406.516815798872,0.19363724732772614,0.004840931183193153,1.2808439415746802,0,0.24801909510291595,1.219264959291326
S,18,3403.636069154785,0.1914108429115623,0.0047852710727890576,1.2960289123729731,0,0.2480739865550661,1.2195348063534788
S,19,3401.2548555881917,0.18885566680576626,0.0047213916701441564,1.2921488398264322,0,0.24402963075771814,1.1996527029026662
S,20,3399.2829399881907,0.1865252181893008,0.00466313045473252,1.2765523879151044,0,0.2381092126859378,1.170547853954316
S,21,3397.6459773538177,0.18483094525977595,0.004620773631494398,1.2667354399046826,0,0.2341319087516406,1.150995378297037
Su,1,3639,0.31065018142271683,0.007766254535567921,1,1262245301.518534,0.31065018142271683,1
Su,2,3205.425678217372,0.6615195783027704,0.01653798945756926,1.453959081209836,1214062100.271837,0.9618223982714142,3.0961591390884
Su,3,2850.1593722954485,0.8090232729232532,0.020225581823081328,1.6899201029290778,1114489430.4698277,1.3671846926504834,4.4010426338367035
Su,4,2824.56059957691,0.8525437004760491,0.02131359251190123,1.6848107796849903,1213354914.8730621,1.4363748167145791,4.623769444254835
Su,5,3041.1183034300257,0.8705461167397741,0.02176365291849435,1.6766724426664978,1431343745.318678,1.4596206840079113,4.69859916811616
